date,project_id,manager_id,user_id,hours
2019-12-17,200,9,3,4
2019-12-16,200,9,3,0.5
2019-12-09,200,9,3,3
2019-12-10,200,9,3,0.5
2019-11-28,200,9,3,1.5
2019-11-27,200,9,3,2
2019-11-22,200,9,3,0.5
2019-11-21,200,9,3,4
2019-11-20,200,9,3,3.5
2019-11-15,200,9,3,1
2019-11-14,200,9,3,1
2019-11-13,200,9,3,0.5
2019-11-12,200,9,3,2
2019-11-05,200,9,3,1.5
2019-09-30,201,9,3,2
2019-09-27,201,9,3,3.5
2019-09-26,201,9,3,3
2019-11-08,5,12,4,0.22
2019-10-18,5,12,4,0.5
2019-11-18,14,12,4,0.17
2019-10-25,14,12,4,2.2
2019-10-21,14,12,4,0.17
2019-10-21,14,12,4,2.67
2019-09-23,14,12,4,0.22
2019-09-11,14,12,4,0.75
2019-09-02,14,12,4,1
2019-08-29,14,12,4,0.25
2019-08-08,14,12,4,0.17
2019-08-02,14,12,4,1.5
2019-07-16,14,12,4,0.5
2019-07-08,14,12,4,0.25
2019-07-01,14,12,4,0.5
2019-06-17,14,12,4,0.25
2019-05-23,14,12,4,0.5
2019-04-16,14,12,4,0.5
2019-04-16,14,12,4,0.92
2019-04-16,14,12,4,0.75
2019-04-16,14,12,4,1.5
2019-04-15,14,12,4,3.83
2019-04-15,14,12,4,0.58
2019-04-15,14,12,4,0.5
2019-04-15,14,12,4,1.5
2019-04-15,14,12,4,0.25
2019-04-04,14,12,4,0.25
2019-04-02,14,12,4,0.67
2019-04-02,14,12,4,0.25
2019-04-02,14,12,4,0.33
2019-04-02,14,12,4,0.75
2019-03-28,14,12,4,0.25
2019-03-27,14,12,4,1.25
2019-03-20,14,12,4,1
2019-03-04,14,12,4,0.5
2019-03-04,14,12,4,0.5
2019-02-28,14,12,4,1.75
2019-02-27,14,12,4,0.66
2019-02-26,14,12,4,0.75
2019-02-22,14,12,4,0.25
2019-02-20,14,12,4,0.25
2019-02-19,14,12,4,1.25
2019-02-18,14,12,4,0.25
2019-02-18,14,12,4,3
2019-02-11,14,12,4,1.5
2019-02-11,14,12,4,1.25
2019-02-08,14,12,4,0.5
2019-02-08,14,12,4,3.25
2019-02-08,14,12,4,0.5
2019-02-08,14,12,4,1
2019-02-08,14,12,4,0.5
2019-02-06,14,12,4,6
2019-02-06,14,12,4,0.5
2019-02-06,14,12,4,0.25
2019-02-06,14,12,4,0.25
2019-02-06,14,12,4,6.75
2019-01-30,14,12,4,0.75
2019-01-29,14,12,4,0.5
2019-01-24,14,12,4,0.75
2019-01-24,14,12,4,0.5
2019-01-21,14,12,4,0.5
2019-01-19,14,12,4,1.75
2019-01-18,14,12,4,1.16
2019-01-17,14,12,4,0.5
2019-04-01,14,12,4,2
2019-04-01,14,12,4,0.16
2019-04-01,14,12,4,2.41
2019-04-01,14,12,4,1.25
2019-09-23,22,12,4,0.13
2019-08-20,22,12,4,1.25
2019-08-16,22,12,4,0.25
2019-08-16,22,12,4,1
2019-08-14,22,12,4,0.33
2019-08-13,22,12,4,0.5
2019-08-09,22,12,4,1
2019-08-08,22,12,4,2
2019-08-08,22,12,4,0.5
2019-08-08,22,12,4,2
2019-08-07,22,12,4,2.25
2019-07-31,22,12,4,0.75
2019-07-29,22,12,4,0.75
2019-07-29,22,12,4,7
2019-07-24,22,12,4,1
2019-07-22,22,12,4,4
2019-07-22,22,12,4,0.25
2019-07-19,22,12,4,0.5
2019-07-18,22,12,4,0.5
2019-07-18,22,12,4,6
2019-07-17,22,12,4,0.5
2019-07-10,22,12,4,1
2019-07-09,22,12,4,0.75
2019-07-09,22,12,4,0.5
2019-07-05,22,12,4,5
2019-07-01,22,12,4,1.5
2019-07-01,22,12,4,0.25
2019-07-01,22,12,4,2.25
2019-07-01,22,12,4,1.25
2019-07-01,22,12,4,0.25
2019-07-01,22,12,4,1
2019-07-01,22,12,4,0.5
2019-07-01,22,12,4,0.25
2019-07-01,22,12,4,0.25
2019-07-01,22,12,4,1
2019-07-01,22,12,4,0.5
2019-06-28,22,12,4,2.5
2019-06-27,22,12,4,7.32
2019-06-26,22,12,4,3.75
2019-06-25,22,12,4,3.25
2019-06-25,22,12,4,0.75
2019-06-24,22,12,4,1.25
2019-06-24,22,12,4,0.5
2019-06-24,22,12,4,0.5
2019-06-17,22,12,4,0.75
2019-06-17,22,12,4,0.25
2019-06-17,22,12,4,1.25
2019-06-17,22,12,4,0.25
2019-06-17,22,12,4,0.25
2019-06-17,22,12,4,0.25
2019-06-17,22,12,4,0.25
2019-06-17,22,12,4,0.5
2019-06-17,22,12,4,0.5
2019-06-17,22,12,4,1
2019-06-17,22,12,4,1
2019-06-17,22,12,4,1.75
2019-06-17,22,12,4,0.25
2019-06-17,22,12,4,0.5
2019-06-17,22,12,4,0.5
2019-06-17,22,12,4,2
2019-06-17,22,12,4,1
2019-06-17,22,12,4,0.75
2019-06-14,22,12,4,0.25
2019-06-13,22,12,4,0.75
2019-06-13,22,12,4,0.16
2019-06-06,22,12,4,0.75
2019-05-28,22,12,4,0.5
2019-05-27,22,12,4,3
2019-05-17,22,12,4,0.25
2019-05-14,22,12,4,0.75
2019-05-07,22,12,4,1
2019-05-07,22,12,4,1
2019-05-06,22,12,4,0.25
2019-05-06,22,12,4,0.75
2019-05-06,22,12,4,0.5
2019-05-02,22,12,4,2.83
2019-05-02,22,12,4,0.42
2019-04-29,22,12,4,1.25
2019-04-25,22,12,4,0.17
2019-04-25,22,12,4,0.17
2019-04-24,22,12,4,0.5
2019-04-16,22,12,4,0.5
2019-04-16,22,12,4,3.5
2019-04-16,22,12,4,1.83
2019-03-29,22,12,4,0.25
2019-03-28,22,12,4,2
2019-03-25,22,12,4,0.75
2019-03-22,22,12,4,1.25
2019-03-21,22,12,4,0.33
2019-03-04,22,12,4,1
2019-03-04,22,12,4,2.5
2019-03-01,22,12,4,2.75
2019-02-27,22,12,4,1
2019-02-20,22,12,4,0.33
2019-04-01,22,12,4,0.75
2019-04-01,22,12,4,0.16
2019-06-17,26,12,4,0.5
2019-06-17,26,12,4,0.25
2019-06-14,26,12,4,0.25
2019-12-19,35,12,4,1
2019-12-19,35,12,4,8
2019-12-18,35,12,4,0.25
2019-12-04,35,12,4,0.5
2019-11-20,36,12,4,1
2019-11-06,37,12,4,0.67
2019-10-24,37,12,4,0.83
2019-10-23,37,12,4,0.73
2019-10-23,37,12,4,0.95
2019-10-16,37,12,4,1
2019-10-08,37,12,4,1
2019-09-03,37,12,4,1
2019-08-14,37,12,4,1
2019-07-31,37,12,4,1.25
2019-07-30,37,12,4,0.5
2019-07-18,37,12,4,0.75
2019-07-17,37,12,4,1
2019-07-17,37,12,4,1.5
2019-07-12,37,12,4,8
2019-07-11,37,12,4,8
2019-07-10,37,12,4,5
2019-07-09,37,12,4,0.5
2019-07-08,37,12,4,1
2019-07-01,37,12,4,1
2019-06-17,37,12,4,1
2019-06-06,37,12,4,1
2019-05-07,37,12,4,0.5
2019-04-16,37,12,4,0.67
2019-03-20,37,12,4,1
2019-02-27,37,12,4,1
2019-02-19,37,12,4,1
2019-02-19,37,12,4,1
2019-02-18,37,12,4,4.88
2019-01-15,37,12,4,0.5
2019-01-15,37,12,4,0.5
2019-01-14,37,12,4,1
2019-10-14,37,12,4,0.67
2019-10-14,37,12,4,0.27
2019-10-14,37,12,4,0.67
2019-02-15,42,12,4,4
2019-01-29,44,12,4,1
2019-03-11,51,12,4,0.66
2019-03-11,51,12,4,1.5
2019-06-13,53,12,4,0.75
2019-11-15,54,12,4,7
2019-11-14,54,12,4,8
2019-10-03,54,12,4,2.08
2019-08-12,54,12,4,8
2019-08-11,54,12,4,8
2019-08-03,54,12,4,4.5
2019-08-02,54,12,4,7
2019-08-01,54,12,4,12.75
2019-07-31,54,12,4,2
2019-07-19,54,12,4,3.5
2019-07-19,54,12,4,2
2019-07-05,54,12,4,1
2019-07-05,54,12,4,1
2019-02-13,54,12,4,0.75
2019-02-13,54,12,4,1.25
2019-02-13,54,12,4,3.25
2019-01-24,54,12,4,0.25
2019-07-29,61,12,4,0.08
2019-06-17,61,12,4,0.33
2019-06-10,61,12,4,0.17
2019-06-03,61,12,4,1
2019-05-27,61,12,4,0.25
